Stock Symbol,Company Name,DARS Rating,Ex-Div Date,Payout Frequency,Div Payout,Pay Date,Qualified Dividend,Stock Price,Yield,Sector,Industry,Record Date,Declare Date,ADR
DOV,Dover Corp.,3.8,2020-02-27,Quarter,$0.4900,2020-03-16,Qualified,$115.44,1.64%,Industrial Goods,Diversified Machinery,2020-02-28,2020-02-14,No
TGNA,Tegna Inc,2.0,2020-03-05,Quarter,$0.0700,2020-04-01,Qualified,$16.33,1.64%,Services,Broadcasting Tv,2020-03-06,2020-02-19,No
SSTK,Shutterstock Inc,N/A,2020-03-04,Quarter,$0.1700,2020-03-19,Qualified,$40.47,1.63%,Uncategorized,Other,2020-03-05,2020-02-11,No
EQIX,"Equinix, Inc.",3.2,2020-02-25,Quarter,$2.6600,2020-03-18,Qualified,$643.93,1.62%,Technology,Internet Software And Services,2020-02-26,2020-02-12,No
FDX,FedEx,2.2,2020-03-06,Quarter,$0.6500,2020-04-01,Qualified,$154.86,1.59%,Services,Air Delivery And Freight Services,2020-03-09,2020-02-14,No
EML,Eastern Co. Com.,2.0,2020-02-28,Quarter,$0.1100,2020-03-16,Qualified,$27.02,1.59%,Industrial Goods,Small Tools And Accessories,2020-03-02,2020-02-11,No
NC,NACCO Industries,1.6,2020-02-27,Quarter,$0.1900,2020-03-13,Qualified,$47.90,1.58%,Industrial Goods,Farm And Construction Machinery,2020-02-28,2020-02-13,No
PBIP,Prudential Bancorp of Pennsylvania,1.8,2020-03-05,Quarter,$0.0700,2020-03-20,Qualified,$17.64,1.57%,Financial,Savings And Loans,2020-03-06,2020-02-19,No
CTB,Cooper Tire & Rubber Company,2.6,2020-03-02,Quarter,$0.1050,2020-03-27,Qualified,$27.44,1.57%,Consumer Goods,Rubber And Plastics,2020-03-03,2020-02-20,No
CBSH,Commerce Bankshares,2.8,2020-03-05,Quarter,$0.2700,2020-03-23,Qualified,$67.15,1.56%,Financial,Regional Southwest Banks,2020-03-06,2020-02-07,No
AEM,Agnico-Eagle Mines,3.2,2020-02-27,Quarter,$0.2000,2020-03-16,Unknown,$52.49,1.54%,Basic Materials,Gold,2020-02-28,2020-02-13,No
OI,Owens-Illinois Inc,2.4,2020-02-27,Quarter,$0.0500,2020-03-16,Qualified,$13.24,1.54%,Consumer Goods,Packaging And Containers,2020-02-28,2020-02-04,No
PRGO,Perrigo Company,2.4,2020-02-27,Quarter,$0.2250,2020-03-17,Unknown,$60.55,1.51%,Healthcare,Drug Related Products,2020-02-28,2020-02-18,No
YORW,York Water,3.0,2020-02-27,Quarter,$0.1802,2020-04-15,Qualified,$48.72,1.48%,Utilities,Water Utilities,2020-02-28,2020-01-27,No
OTEX,Open Text Corporation,2.4,2020-02-27,Quarter,$0.1746,2020-03-20,Qualified,$44.99,1.48%,Technology,Application Software,2020-02-28,2020-01-29,No
PRGS,Progress Software Corp.,3.8,2020-02-28,Quarter,$0.1650,2020-03-16,Qualified,$41.91,1.47%,Technology,Application Software,2020-03-02,2020-01-08,No
BHWB,Blackhawk Bancorp Inc.,N/A,2020-03-05,Quarter,$0.1100,2020-03-20,Qualified,$29.90,1.47%,Uncategorized,Other,2020-03-06,2020-02-19,No
MANT,ManTech International,3.0,2020-03-05,Quarter,$0.3200,2020-03-20,Qualified,$87.42,1.45%,Technology,Security Software And Services,2020-03-06,2020-02-19,No
OC,Owens Corning,2.8,2020-03-05,Quarter,$0.2400,2020-04-03,Qualified,$62.79,1.44%,Industrial Goods,General Building Materials,2020-03-06,2020-02-06,No
CTRN,"Citi Trends, Inc.",3.6,2020-03-02,Quarter,$0.0800,2020-03-17,Unknown,$21.98,1.42%,Services,Apparel Stores,2020-03-03,2020-02-19,No
FDP,Fresh Del Monte Produce Inc. Ord,2.6,2020-03-03,Quarter,$0.1000,2020-03-27,Unknown,$27.44,1.40%,Consumer Goods,Farm Products,2020-03-04,2020-02-19,No
NNI,Nelnet Inc Cl A,1.6,2020-02-27,Quarter,$0.2000,2020-03-13,Qualified,$56.67,1.36%,Financial,Credit Services,2020-02-28,2020-01-31,No
ASH,Ashland Inc.,3.2,2020-02-27,Quarter,$0.2750,2020-03-15,Qualified,$79.09,1.35%,Basic Materials,Chemicals Major Diversified,2020-02-28,2020-01-31,Yes
FBHS,Fortune Brands Home & Security Inc,3.8,2020-02-27,Quarter,$0.2400,2020-03-18,Qualified,$68.65,1.35%,Consumer Goods,Home Furnishings And Fixtures,2020-02-28,2019-12-10,No
MAR,"Marriott International, Inc.",3.4,2020-02-27,Quarter,$0.4800,2020-03-31,Qualified,$135.46,1.31%,Services,Lodging,2020-02-28,2020-02-14,No
CSX,CSX Corp,3.8,2020-02-27,Quarter,$0.2600,2020-03-13,Qualified,$77.88,1.31%,Services,Railroads,2020-02-28,2020-02-12,No
GOLD,"Randgold Resources, Ltd. ADR",3.6,2020-02-27,Quarter,$0.0700,2020-03-16,Unknown,$22.15,1.31%,Basic Materials,Gold,2020-02-28,2020-02-12,Yes
FOX,Twenty-First Century Fox Inc,2.4,2020-03-03,Semi Annually,$0.2300,2020-04-01,Qualified,$34.62,1.30%,Services,Entertainment Diversified,2020-03-04,2020-02-05,No
FOXA,Twenty-First Century Fox Inc,2.4,2020-03-03,Semi Annually,$0.2300,2020-04-01,Qualified,$35.01,1.28%,Services,Entertainment Diversified,2020-03-04,2020-02-05,No
LUV,Southwest Airlines,2.6,2020-03-03,Quarter,$0.1800,2020-03-25,Qualified,$53.71,1.27%,Services,Regional Airlines,2020-03-04,2020-01-29,No
LMAT,LeMaitre Vascular Inc,2.6,2020-03-02,Quarter,$0.0950,2020-03-19,Qualified,$30.00,1.25%,Healthcare,Medical Instruments And Supplies,2020-03-03,2020-01-30,No
WHD,Cactus Inc - Ordinary Shares - Class A,N/A,2020-02-28,Quarter,$0.0900,2020-03-19,Qualified,$27.61,1.23%,Uncategorized,Other,2020-03-02,2020-01-30,No
GHL,Greenhill & Co.,2.2,2020-03-03,Quarter,$0.0500,2020-03-18,Qualified,$15.87,1.22%,Financial,Investment Brokerage Regional,2020-03-04,2020-02-04,No
CTXS,"Citrix Systems, Inc.",2.4,2020-03-05,Quarter,$0.3500,2020-03-20,Qualified,$113.62,1.21%,Technology,Business Software And Services,2020-03-06,2020-01-21,No
CDK,CDK Global Inc,3.8,2020-02-28,Quarter,$0.1500,2020-03-30,Qualified,$48.44,1.20%,Technology,Application Software,2020-03-02,2020-02-18,No
TWCF,Town & Country Financial Corp.,N/A,2020-02-28,Quarter,$0.0700,2020-03-13,Qualified,$23.50,1.19%,Uncategorized,Other,2020-03-02,2020-01-30,No
SFDL,Security Federal Corp,N/A,2020-02-27,Quarter,$0.1000,2020-03-15,Qualified,$33.80,1.18%,Uncategorized,Other,2020-02-29,2020-01-16,No
BDORY,Banco Do Brasil S.A. - ADR,N/A,2020-02-26,Quarter,$0.0756,2020-03-16,Unknown,$10.47,1.18%,Uncategorized,Other,2020-02-27,N/A,No
XYL,Xylem Inc.,3.4,2020-02-26,Quarter,$0.2600,2020-03-26,Qualified,$88.52,1.17%,Industrial Goods,Diversified Machinery,2020-02-27,2020-02-06,No
NEM,Newmont Mining,3.6,2020-03-04,Quarter,$0.1400,2020-03-19,Qualified,$50.74,1.16%,Basic Materials,Gold,2020-03-05,2020-02-18,No
HCA,HCA Holdings Inc,3.4,2020-02-28,Quarter,$0.4300,2020-03-31,Qualified,$141.25,1.16%,Healthcare,Hospitals,2020-03-02,2020-01-28,No
GPI,Group 1 Automotive,2.8,2020-02-28,Quarter,$0.3000,2020-03-16,Qualified,$101.96,1.13%,Services,Auto Dealerships,2020-03-02,2020-02-18,No
AFAP,AFA Protective Systems Inc.,N/A,2020-02-28,Quarter,$0.5000,2020-03-16,Qualified,$180.00,1.11%,Uncategorized,Other,2020-03-02,2020-01-20,No
FWRD,Forward Air Corp,3.6,2020-03-04,Quarter,$0.1800,2020-03-20,Qualified,$63.34,1.10%,Services,Trucking,2020-03-05,2020-02-04,No
MOS,Mosaic Co.,2.0,2020-03-04,Quarter,$0.0500,2020-03-19,Qualified,$18.72,1.08%,Basic Materials,Agricultural Chemicals,2020-03-05,2019-12-19,No
NLSN,Nielsen Holdings N.V.,2.6,2020-03-04,Quarter,$0.0600,2020-03-19,Unknown,$21.49,1.08%,Technology,Information And Delivery Services,2020-03-05,2020-02-21,No
SCL,Stepan Co.,3.8,2020-03-04,Quarter,$0.2750,2020-03-13,Qualified,$97.22,1.08%,Consumer Goods,Cleaning Products,2020-03-05,2020-02-19,No
ABTX,Allegiance Bancshares Inc,N/A,2020-02-27,Quarter,$0.1000,2020-03-16,Qualified,$36.64,1.06%,Uncategorized,Other,2020-02-28,2020-01-29,No
BAM,Brookfield Asset Management,2.4,2020-02-27,Quarter,$0.1800,2020-03-31,Unknown,$65.95,1.06%,Financial,Asset Management,2020-02-28,2020-02-13,No
ICBK,County Bancorp Inc,1.8,2020-03-05,Quarter,$0.0700,2020-03-20,Qualified,$26.01,1.06%,Financial,Savings And Loans,2020-03-06,2020-02-18,No
TNC,Tennant Co.,3.2,2020-02-28,Quarter,$0.2200,2020-03-16,Qualified,$82.37,1.05%,Industrial Goods,Diversified Machinery,2020-03-02,2020-02-19,No
BF-A,Brown-Forman Corporation,3.6,2020-03-06,Quarter,$0.1743,2020-04-01,Qualified,$64.95,1.05%,Consumer Goods,Beverages Wineries And Distillers,2020-03-09,2020-01-28,No
BRKS,"Brooks Automation, Inc. (USA)",3.2,2020-03-05,Quarter,$0.1000,2020-03-27,Non-Qualified,$36.38,1.05%,Technology,Semiconductor Equipment And Materials,2020-03-06,2020-02-06,No
YUMC,"Yum China Holdings, Inc.",2.2,2020-03-03,Quarter,$0.1200,2020-03-25,Qualified,$45.87,1.04%,Services,Restaurants,2020-03-04,2020-02-05,Yes
TR,Tootsie Roll,1.6,2020-03-02,Quarter,$0.0900,2020-03-27,Qualified,$34.62,1.02%,Consumer Goods,Confectioners,2020-03-03,2020-02-18,No
CXO,Concho Resources Inc.,1.8,2020-02-27,Quarter,$0.2000,2020-03-27,Qualified,$73.37,1.01%,Basic Materials,Oil And Gas Drilling And Exploration,2020-02-28,2020-02-18,No
JKHY,Jack Henry & Associates,3.0,2020-02-28,Quarter,$0.4300,2020-03-19,Qualified,$167.46,1.01%,Technology,Business Software And Services,2020-03-02,2020-02-10,No
VMC,Vulcan Materials,3.4,2020-02-25,Quarter,$0.3400,2020-03-10,Qualified,$130.34,1.00%,Industrial Goods,General Building Materials,2020-02-26,2020-02-14,No
RLI,RLI Corp,2.6,2020-02-27,Quarter,$0.2300,2020-03-20,Qualified,$89.99,1.00%,Financial,Property And Casualty Insurance,2020-02-28,2020-02-13,No
BF-B,Brown-Forman,3.6,2020-03-06,Quarter,$0.1743,2020-04-01,Qualified,$67.52,0.99%,Consumer Goods,Beverages Wineries And Distillers,2020-03-09,2020-01-28,No
SF,Stifel Financial Corp. Com.,2.8,2020-02-28,Quarter,$0.1700,2020-03-16,Qualified,$64.39,0.99%,Financial,Investment Brokerage Regional,2020-03-02,2020-01-30,No
EFX,Equifax,3.8,2020-03-03,Quarter,$0.3900,2020-03-13,Qualified,$155.94,0.98%,Financial,Credit Services,2020-03-04,2020-02-20,No
SLM,SLM Corporation,2.8,2020-03-05,Quarter,$0.0300,2020-03-16,Qualified,$11.73,0.98%,Financial,Credit Services,2020-03-06,2020-01-30,No
BMI,Badger Meter,2.6,2020-02-27,Quarter,$0.1700,2020-03-13,Qualified,$68.08,0.98%,Technology,Scientific And Technical Instruments,2020-02-28,2020-02-14,No
B,Barnes Group,3.6,2020-02-26,Quarter,$0.1600,2020-03-10,Qualified,$62.91,0.97%,Industrial Goods,Industrial Equipment And Components,2020-02-27,2020-02-14,No
MCK,McKesson Corp,2.8,2020-02-28,Quarter,$0.4100,2020-04-01,Qualified,$168.21,0.96%,Services,Drugs Wholesale,2020-03-02,2020-01-28,No
NKE,Nike Inc.,3.4,2020-02-28,Quarter,$0.2450,2020-04-01,Qualified,$96.57,0.96%,Consumer Goods,Textile Apparel Footwear And Accessories,2020-03-02,2020-02-13,No
BAX,Baxter International,2.4,2020-02-27,Quarter,$0.2200,2020-04-01,Qualified,$90.44,0.95%,Healthcare,Medical Instruments And Supplies,2020-02-28,2020-02-18,No
COWN,Cowen Inc - Ordinary Shares - Class A,N/A,2020-02-28,Quarter,$0.0400,2020-03-16,Qualified,$16.36,0.94%,Uncategorized,Other,2020-03-02,2020-02-12,No
VOYA,Voya Financial Inc,2.4,2020-02-27,Quarter,$0.1500,2020-03-27,Qualified,$60.62,0.94%,Financial,Property And Casualty Insurance,2020-02-28,2020-01-30,No
MCPH,Midland Capital Holdings Corp,N/A,2020-03-03,Quarter,$0.0400,2020-03-18,Qualified,$16.85,0.94%,Uncategorized,Other,2020-03-04,2020-01-30,No
PRSP,"Perspecta, Inc.",1.8,2020-03-02,Quarter,$0.0600,2020-04-15,Qualified,$25.11,0.93%,Technology,Information Technology Services,2020-03-03,2020-02-11,No
KSU,Kansas City Southern ,3.6,2020-03-06,Quarter,$0.4000,2020-04-08,Qualified,$168.42,0.92%,Services,Railroads,2020-03-09,2020-01-30,No
SHW,Sherwin Williams,3.4,2020-02-28,Quarter,$1.3400,2020-03-13,Qualified,$564.50,0.92%,Basic Materials,Chemicals Major Diversified,2020-03-02,2020-02-19,No
EL,Estee Lauder,3.4,2020-02-27,Quarter,$0.4800,2020-03-16,Qualified,$202.03,0.92%,Consumer Goods,Personal Products,2020-02-28,2020-02-06,No
G,Genpact Limited,3.6,2020-03-06,Quarter,$0.0975,2020-03-18,Unknown,$43.28,0.89%,Services,Management Services,2020-03-09,2020-02-06,No
EBIX,Ebix Inc. ,1.6,2020-02-28,Quarter,$0.0750,2020-03-16,Non-Qualified,$31.84,0.89%,Technology,Business Software And Services,2020-03-02,2020-02-19,No
SPGI,S&P Global Inc.,3.4,2020-02-25,Quarter,$0.6700,2020-03-11,Qualified,$288.59,0.88%,Services,Business Services,2020-02-26,2020-01-29,No
UFPI,Universal Forest Products,3.8,2020-02-27,Quarter,$0.1250,2020-03-15,Qualified,$55.61,0.88%,Industrial Goods,Lumber Wood Production,2020-03-01,2020-01-30,No
H,Hyatt Hotels Corporation,3.2,2020-02-25,Quarter,$0.2000,2020-03-09,Qualified,$86.01,0.87%,Services,Lodging,2020-02-26,2020-02-14,No
WTS,Watts Water Technologies,3.6,2020-02-27,Quarter,$0.2300,2020-03-13,Qualified,$106.11,0.86%,Industrial Goods,Industrial Equipment And Components,2020-02-28,2020-02-06,No
MLM,Martin Marietta Materials,3.4,2020-02-28,Quarter,$0.5500,2020-03-31,Qualified,$247.29,0.85%,Industrial Goods,General Building Materials,2020-03-02,2020-02-20,No
KNX,Knight Transportation,3.6,2020-03-02,Quarter,$0.0800,2020-03-27,Qualified,$38.03,0.82%,Services,Trucking,2020-03-03,2020-02-07,No
PAAS,Pan American Silver,2.6,2020-02-28,Quarter,$0.0500,2020-03-12,Unknown,$25.33,0.80%,Basic Materials,Industrial Metals And Minerals,2020-03-02,2020-02-19,No
BLL,Ball Corp,3.4,2020-02-28,Quarter,$0.1500,2020-03-16,Qualified,$76.67,0.78%,Consumer Goods,Packaging And Containers,2020-03-02,2020-01-29,No
SSNC,SS and C Technologies Holdings Inc,2.8,2020-02-28,Quarter,$0.1250,2020-03-16,Unknown,$61.94,0.77%,Technology,Business Software And Services,2020-03-02,2020-02-14,No
AWI,Armstrong World Industry Inc,3.6,2020-03-04,Quarter,$0.2000,2020-03-20,Qualified,$108.30,0.75%,Industrial Goods,General Building Materials,2020-03-05,2020-02-19,No
POWI,Power Integrations Inc.,2.6,2020-02-27,Quarter,$0.1900,2020-03-31,Qualified,$95.25,0.75%,Technology,Semiconductor Integrated Circuits,2020-02-28,2020-01-31,No
WCN,Waste Connections,3.4,2020-02-26,Quarter,$0.1850,2020-03-12,Unknown,$102.51,0.72%,Industrial Goods,Waste Management,2020-02-27,2020-02-12,No
WMS,Advanced Drainage Systems Inc,1.8,2020-02-28,Quarter,$0.0900,2020-03-16,Qualified,$48.64,0.71%,Consumer Goods,Rubber And Plastics,2020-03-02,2020-02-06,No
TGI,Triumph Group,2.2,2020-02-28,Quarter,$0.0400,2020-03-16,Qualified,$22.78,0.66%,Industrial Goods,Aerospace Defense Products And Services,2020-03-02,2020-02-12,No
BLKB,BlackBaud,2.4,2020-02-27,Quarter,$0.1200,2020-03-13,Non-Qualified,$72.99,0.64%,Technology,Business Software And Services,2020-02-28,2020-02-10,No
TW,Towers Watson & Co.,N/A,2020-02-28,Quarter,$0.0800,2020-03-16,Unknown,$52.54,0.62%,Uncategorized,Other,2020-03-02,2020-02-12,No
ZEUS,Olympic Steel,1.2,2020-02-28,Quarter,$0.0200,2020-03-16,Qualified,$12.94,0.61%,Basic Materials,Steel And Iron,2020-03-02,2020-02-11,No
EVTC,Evertec Inc,3.4,2020-03-03,Quarter,$0.0500,2020-04-03,Qualified,$32.13,0.60%,Technology,Business Software And Services,2020-03-04,2020-02-20,No
UHS,Universal Health Services,4.0,2020-02-28,Quarter,$0.2000,2020-03-16,Qualified,$140.92,0.57%,Healthcare,Hospitals,2020-03-02,2020-01-30,No
FBC,"Flagstar Bancorp, Inc.",1.8,2020-02-28,Quarter,$0.0500,2020-03-16,Qualified,$34.65,0.57%,Financial,Savings And Loans,2020-03-02,2020-01-28,No
ITUB,Itau Unibanco Banco Holding SA,1.6,2020-02-25,Monthly,$0.0991,2020-03-16,Unknown,$7.31,0.56%,Financial,Foreign Money Center Banks,2020-02-26,N/A,Yes
HLT,Hilton Worldwide Holdings Inc.,3.4,2020-02-27,Quarter,$0.1500,2020-03-31,Qualified,$104.61,0.55%,Services,Lodging,2020-02-28,2020-02-10,No
BBU,Brookfield Business Partners L.P.,1.0,2020-02-27,Quarter,$0.0625,2020-03-31,Unknown,$44.64,0.54%,Services,Business Services,2020-02-28,2020-02-06,No
UNF,Unifirst Corp,3.6,2020-03-06,Quarter,$0.2500,2020-03-30,Qualified,$200.88,0.49%,Services,Business Services,2020-03-09,2020-01-14,No
L,Loews Corp,3.0,2020-02-25,Quarter,$0.0625,2020-03-10,Qualified,$52.44,0.47%,Financial,Property And Casualty Insurance,2020-02-26,2020-02-11,No
CGNX,Cognex,3.2,2020-02-27,Quarter,$0.0550,2020-03-13,Qualified,$48.16,0.44%,Technology,Scientific And Technical Instruments,2020-02-28,2020-02-13,No
WING,Wingstop Inc.,1.6,2020-03-05,Quarter,$0.1100,2020-03-20,Qualified,$98.93,0.43%,Services,Restaurants,2020-03-06,2020-02-19,No
CUB,Cubic Corp.,2.2,2020-02-28,Semi Annually,$0.1350,2020-03-12,Qualified,$59.84,0.43%,Technology,Scientific And Technical Instruments,2020-03-02,2020-02-17,No
ODFL,"Old Dominion Freight Line, Inc. Com.",3.4,2020-03-03,Quarter,$0.2300,2020-03-18,Qualified,$215.39,0.41%,Services,Trucking,2020-03-04,2020-02-06,No
SBNC,Southern Bancshares Inc.,N/A,2020-02-27,Quarter,$3.7500,2020-03-13,Qualified,"$3,829.01",0.39%,Uncategorized,Other,2020-02-28,2020-01-21,No
PJT,"PJT Partners, Inc. Class A",2.6,2020-03-03,Quarter,$0.0500,2020-03-18,Qualified,$50.68,0.39%,Financial,Investment Brokerage National,2020-03-04,2020-02-04,No
FTV,Fortive Corporation,3.6,2020-02-27,Quarter,$0.0700,2020-03-27,Qualified,$72.75,0.37%,Industrial Goods,Industrial Equipment And Components,2020-02-28,2020-01-28,No
TFX,Teleflex,3.4,2020-02-28,Quarter,$0.3400,2020-03-16,Qualified,$359.19,0.35%,Industrial Goods,Diversified Machinery,2020-03-02,2020-02-20,No
GE,General Electric,3.4,2020-03-06,Quarter,$0.0100,2020-04-27,Qualified,$11.89,0.33%,Conglomerates,Conglomerates General,2020-03-09,2020-02-14,No
BRKR,Bruker Corporation,3.6,2020-03-06,Quarter,$0.0400,2020-03-20,Unknown,$47.78,0.32%,Healthcare,Medical Laboratories And Research,2020-03-09,2020-02-20,No
HL,Hecla Mining Company,1.8,2020-03-05,Quarter,$0.0025,2020-03-13,Qualified,$3.27,0.30%,Basic Materials,Silver,2020-03-06,2020-02-21,No
KNSL,"Kinsale Capital Group, Inc.",2.6,2020-02-27,Quarter,$0.0900,2020-03-12,Qualified,$124.76,0.28%,Financial,Property And Casualty Insurance,2020-02-28,2020-02-13,No
CHE,Chemed Corp,3.8,2020-02-28,Quarter,$0.3200,2020-03-23,Qualified,$478.52,0.26%,Healthcare,Home Health Care,2020-03-02,2020-02-21,No
MLAB,"Mesa Laboratories, Inc. Com.",3.0,2020-02-27,Quarter,$0.1600,2020-03-16,Qualified,$263.58,0.24%,Healthcare,Medical Instruments And Supplies,2020-02-28,2020-01-09,No
SEB,Seaboard Corp,1.6,2020-02-28,Quarter,$2.2500,2020-03-12,Qualified,"$3,872.60",0.23%,Consumer Goods,Meat Products,2020-03-02,2020-02-19,No
NVDA,NVIDIA Corporation,3.2,2020-02-27,Quarter,$0.1600,2020-03-20,Qualified,$277.70,0.21%,Technology,Semiconductor Specialized,2020-02-28,2020-02-13,No
HCKG,Hocking Valley Bancshares Inc,N/A,2020-03-05,Quarter,$0.3000,2020-03-13,Qualified,$755.00,0.16%,Uncategorized,Other,2020-03-06,2020-02-19,No
PKIN,Pekin Life Insurance Co.,N/A,2020-02-28,Annually,$0.0100,2020-04-01,Qualified,$12.75,0.08%,Uncategorized,Other,2020-03-02,2020-02-12,No
NZSTY,NZX Limited - ADR,N/A,2020-03-04,Semi Annually,$0.0297,2020-04-06,Unknown,$0.00,0.00%,Uncategorized,Other,2020-03-05,N/A,No
BURCB,Burnham Holdings Inc - Ordinary Shares - Class B,N/A,2020-03-05,Quarter,$0.2200,2020-03-13,Non-Qualified,$15.85,0.00%,Uncategorized,Other,2020-03-06,2020-02-20,No
SBNCN,Southern Bancshares Inc. - PFS PERPETUAL USD - Class C 0%,N/A,2020-02-27,Quarter,$0.2200,2020-03-13,Qualified,$12.00,0.00%,Uncategorized,Other,2020-02-28,2020-01-21,No
